Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Unidade da Federação (Código),Unidade da Federação,Ano (Código),Ano,Variável (Código),Variável,Sexo (Código),Sexo,Idade (Código),Idade,Forma de declaração da idade (Código),Forma de declaração da idade
3,Unidade da Federação,45,Pessoas,11634,16,Amapá,2022,2022,93,População residente,6794,Total,6659,29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,58363,16,Amapá,2022,2022,93,População residente,6794,Total,93089,30 a 34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12813,16,Amapá,2022,2022,93,População residente,6794,Total,6583,30 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10904,16,Amapá,2022,2022,93,População residente,6794,Total,6584,31 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11880,16,Amapá,2022,2022,93,População residente,6794,Total,6585,32 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11577,16,Amapá,2022,2022,93,População residente,6794,Total,6586,33 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11189,16,Amapá,2022,2022,93,População residente,6794,Total,6587,34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,57113,16,Amapá,2022,2022,93,População residente,6794,Total,93090,35 a 39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11649,16,Amapá,2022,2022,93,População residente,6794,Total,6588,35 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11595,16,Amapá,2022,2022,93,População residente,6794,Total,6589,36 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11281,16,Amapá,2022,2022,93,População residente,6794,Total,6590,37 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11544,16,Amapá,2022,2022,93,População residente,6794,Total,6591,38 anos,113635,Total
3,Unidade da Federação,45,Pessoas,11044,16,Amapá,2022,2022,93,População residente,6794,Total,6592,39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,51813,16,Amapá,2022,2022,93,População residente,6794,Total,93091,40 a 44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,12192,16,Amapá,2022,2022,93,População residente,6794,Total,6593,40 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10047,16,Amapá,2022,2022,93,População residente,6794,Total,6594,41 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10995,16,Amapá,2022,2022,93,População residente,6794,Total,6595,42 anos,113635,Total
3,Unidade da Federação,45,Pessoas,9675,16,Amapá,2022,2022,93,População residente,6794,Total,6596,43 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8904,16,Amapá,2022,2022,93,População residente,6794,Total,6597,44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,42730,16,Amapá,2022,2022,93,População residente,6794,Total,93092,45 a 49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,9336,16,Amapá,2022,2022,93,População residente,6794,Total,6598,45 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8811,16,Amapá,2022,2022,93,População residente,6794,Total,6599,46 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8489,16,Amapá,2022,2022,93,População residente,6794,Total,6600,47 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8200,16,Amapá,2022,2022,93,População residente,6794,Total,6601,48 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7894,16,Amapá,2022,2022,93,População residente,6794,Total,6602,49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,35597,16,Amapá,2022,2022,93,População residente,6794,Total,93093,50 a 54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,8274,16,Amapá,2022,2022,93,População residente,6794,Total,6603,50 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7063,16,Amapá,2022,2022,93,População residente,6794,Total,6604,51 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7379,16,Amapá,2022,2022,93,População residente,6794,Total,6605,52 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6570,16,Amapá,2022,2022,93,População residente,6794,Total,6606,53 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6311,16,Amapá,2022,2022,93,População residente,6794,Total,6607,54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,27616,16,Amapá,2022,2022,93,População residente,6794,Total,93094,55 a 59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6093,16,Amapá,2022,2022,93,População residente,6794,Total,6608,55 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5977,16,Amapá,2022,2022,93,População residente,6794,Total,6609,56 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5331,16,Amapá,2022,2022,93,População residente,6794,Total,6610,57 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5404,16,Amapá,2022,2022,93,População residente,6794,Total,6611,58 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4811,16,Amapá,2022,2022,93,População residente,6794,Total,6612,59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,21763,16,Amapá,2022,2022,93,População residente,6794,Total,93095,60 a 64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5044,16,Amapá,2022,2022,93,População residente,6794,Total,6613,60 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4336,16,Amapá,2022,2022,93,População residente,6794,Total,6614,61 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4352,16,Amapá,2022,2022,93,População residente,6794,Total,6615,62 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4150,16,Amapá,2022,2022,93,População residente,6794,Total,6616,63 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3881,16,Amapá,2022,2022,93,População residente,6794,Total,6617,64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,15716,16,Amapá,2022,2022,93,População residente,6794,Total,93096,65 a 69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3816,16,Amapá,2022,2022,93,População residente,6794,Total,6618,65 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3388,16,Amapá,2022,2022,93,População residente,6794,Total,6619,66 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3103,16,Amapá,2022,2022,93,População residente,6794,Total,6620,67 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2839,16,Amapá,2022,2022,93,População residente,6794,Total,6621,68 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2570,16,Amapá,2022,2022,93,População residente,6794,Total,6622,69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10198,16,Amapá,2022,2022,93,População residente,6794,Total,93097,70 a 74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2579,16,Amapá,2022,2022,93,População residente,6794,Total,6623,70 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2118,16,Amapá,2022,2022,93,População residente,6794,Total,6624,71 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2014,16,Amapá,2022,2022,93,População residente,6794,Total,6625,72 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1759,16,Amapá,2022,2022,93,População residente,6794,Total,6626,73 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1728,16,Amapá,2022,2022,93,População residente,6794,Total,6627,74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6662,16,Amapá,2022,2022,93,População residente,6794,Total,93098,75 a 79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1561,16,Amapá,2022,2022,93,População residente,6794,Total,6628,75 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1374,16,Amapá,2022,2022,93,População residente,6794,Total,6629,76 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1352,16,Amapá,2022,2022,93,População residente,6794,Total,6630,77 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1319,16,Amapá,2022,2022,93,População residente,6794,Total,6631,78 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1056,16,Amapá,2022,2022,93,População residente,6794,Total,6632,79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4023,16,Amapá,2022,2022,93,População residente,6794,Total,49108,80 a 84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1058,16,Amapá,2022,2022,93,População residente,6794,Total,6633,80 anos,113635,Total
3,Unidade da Federação,45,Pessoas,787,16,Amapá,2022,2022,93,População residente,6794,Total,6634,81 anos,113635,Total
3,Unidade da Federação,45,Pessoas,892,16,Amapá,2022,2022,93,População residente,6794,Total,6635,82 anos,113635,Total
3,Unidade da Federação,45,Pessoas,697,16,Amapá,2022,2022,93,População residente,6794,Total,6636,83 anos,113635,Total
3,Unidade da Federação,45,Pessoas,589,16,Amapá,2022,2022,93,População residente,6794,Total,6637,84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2213,16,Amapá,2022,2022,93,População residente,6794,Total,49109,85 a 89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,576,16,Amapá,2022,2022,93,População residente,6794,Total,6638,85 anos,113635,Total
3,Unidade da Federação,45,Pessoas,532,16,Amapá,2022,2022,93,População residente,6794,Total,6639,86 anos,113635,Total
3,Unidade da Federação,45,Pessoas,409,16,Amapá,2022,2022,93,População residente,6794,Total,6640,87 anos,113635,Total
3,Unidade da Federação,45,Pessoas,358,16,Amapá,2022,2022,93,População residente,6794,Total,6641,88 anos,113635,Total
3,Unidade da Federação,45,Pessoas,338,16,Amapá,2022,2022,93,População residente,6794,Total,6642,89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,903,16,Amapá,2022,2022,93,População residente,6794,Total,60040,90 a 94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,283,16,Amapá,2022,2022,93,População residente,6794,Total,6643,90 anos,113635,Total
3,Unidade da Federação,45,Pessoas,189,16,Amapá,2022,2022,93,População residente,6794,Total,6644,91 anos,113635,Total
3,Unidade da Federação,45,Pessoas,181,16,Amapá,2022,2022,93,População residente,6794,Total,6645,92 anos,113635,Total
3,Unidade da Federação,45,Pessoas,135,16,Amapá,2022,2022,93,População residente,6794,Total,6646,93 anos,113635,Total
3,Unidade da Federação,45,Pessoas,115,16,Amapá,2022,2022,93,População residente,6794,Total,6647,94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,275,16,Amapá,2022,2022,93,População residente,6794,Total,60041,95 a 99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,87,16,Amapá,2022,2022,93,População residente,6794,Total,6648,95 anos,113635,Total
3,Unidade da Federação,45,Pessoas,66,16,Amapá,2022,2022,93,População residente,6794,Total,6649,96 anos,113635,Total
3,Unidade da Federação,45,Pessoas,56,16,Amapá,2022,2022,93,População residente,6794,Total,6650,97 anos,113635,Total
3,Unidade da Federação,45,Pessoas,43,16,Amapá,2022,2022,93,População residente,6794,Total,6651,98 anos,113635,Total
3,Unidade da Federação,45,Pessoas,23,16,Amapá,2022,2022,93,População residente,6794,Total,6652,99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,163,16,Amapá,2022,2022,93,População residente,6794,Total,6653,100 anos ou mais,113635,Total
3,Unidade da Federação,45,Pessoas,364516,16,Amapá,2022,2022,93,População residente,4,Homens,100362,Total,113635,Total
3,Unidade da Federação,45,Pessoas,33466,16,Amapá,2022,2022,93,População residente,4,Homens,93070,0 a 4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6343,16,Amapá,2022,2022,93,População residente,4,Homens,6557,Menos de 1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,465,16,Amapá,2022,2022,93,População residente,4,Homens,93071,Menos de 1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,439,16,Amapá,2022,2022,93,População residente,4,Homens,93072,1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,482,16,Amapá,2022,2022,93,População residente,4,Homens,93073,2 meses,113635,Total
3,Unidade da Federação,45,Pessoas,505,16,Amapá,2022,2022,93,População residente,4,Homens,93074,3 meses,113635,Total
3,Unidade da Federação,45,Pessoas,503,16,Amapá,2022,2022,93,População residente,4,Homens,93075,4 meses,113635,Total
3,Unidade da Federação,45,Pessoas,481,16,Amapá,2022,2022,93,População residente,4,Homens,93076,5 meses,113635,Total
3,Unidade da Federação,45,Pessoas,498,16,Amapá,2022,2022,93,População residente,4,Homens,93077,6 meses,113635,Total
3,Unidade da Federação,45,Pessoas,598,16,Amapá,2022,2022,93,População residente,4,Homens,93078,7 meses,113635,Total
3,Unidade da Federação,45,Pessoas,652,16,Amapá,2022,2022,93,População residente,4,Homens,93079,8 meses,113635,Total
3,Unidade da Federação,45,Pessoas,585,16,Amapá,2022,2022,93,População residente,4,Homens,93080,9 meses,113635,Total
3,Unidade da Federação,45,Pessoas,531,16,Amapá,2022,2022,93,População residente,4,Homens,93081,10 meses,113635,Total
3,Unidade da Federação,45,Pessoas,604,16,Amapá,2022,2022,93,População residente,4,Homens,93082,11 meses,113635,Total
3,Unidade da Federação,45,Pessoas,6322,16,Amapá,2022,2022,93,População residente,4,Homens,6558,1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,6935,16,Amapá,2022,2022,93,População residente,4,Homens,6559,2 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6999,16,Amapá,2022,2022,93,População residente,4,Homens,6560,3 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6867,16,Amapá,2022,2022,93,População residente,4,Homens,6561,4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,34346,16,Amapá,2022,2022,93,População residente,4,Homens,93084,5 a 9 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6666,16,Amapá,2022,2022,93,População residente,4,Homens,6562,5 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6906,16,Amapá,2022,2022,93,População residente,4,Homens,6563,6 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7054,16,Amapá,2022,2022,93,População residente,4,Homens,6564,7 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6956,16,Amapá,2022,2022,93,População residente,4,Homens,6565,8 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6764,16,Amapá,2022,2022,93,População residente,4,Homens,6566,9 anos,113635,Total
3,Unidade da Federação,45,Pessoas,33410,16,Amapá,2022,2022,93,População residente,4,Homens,93085,10 a 14 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6621,16,Amapá,2022,2022,93,População residente,4,Homens,6567,10 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6495,16,Amapá,2022,2022,93,População residente,4,Homens,6568,11 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6803,16,Amapá,2022,2022,93,População residente,4,Homens,6569,12 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6707,16,Amapá,2022,2022,93,População residente,4,Homens,6570,13 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6784,16,Amapá,2022,2022,93,População residente,4,Homens,6571,14 anos,113635,Total
3,Unidade da Federação,45,Pessoas,34359,16,Amapá,2022,2022,93,População residente,4,Homens,93086,15 a 19 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6860,16,Amapá,2022,2022,93,População residente,4,Homens,6572,15 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6988,16,Amapá,2022,2022,93,População residente,4,Homens,6573,16 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6855,16,Amapá,2022,2022,93,População residente,4,Homens,6574,17 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6768,16,Amapá,2022,2022,93,População residente,4,Homens,6575,18 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6888,16,Amapá,2022,2022,93,População residente,4,Homens,6576,19 anos,113635,Total
3,Unidade da Federação,45,Pessoas,34754,16,Amapá,2022,2022,93,População residente,4,Homens,93087,20 a 24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6769,16,Amapá,2022,2022,93,População residente,4,Homens,6577,20 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6979,16,Amapá,2022,2022,93,População residente,4,Homens,6578,21 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7645,16,Amapá,2022,2022,93,População residente,4,Homens,6579,22 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6780,16,Amapá,2022,2022,93,População residente,4,Homens,6580,23 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6581,16,Amapá,2022,2022,93,População residente,4,Homens,6581,24 anos,113635,Total
3,Unidade da Federação,45,Pessoas,31015,16,Amapá,2022,2022,93,População residente,4,Homens,93088,25 a 29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6628,16,Amapá,2022,2022,93,População residente,4,Homens,6582,25 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6346,16,Amapá,2022,2022,93,População residente,4,Homens,6656,26 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6040,16,Amapá,2022,2022,93,População residente,4,Homens,6657,27 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6347,16,Amapá,2022,2022,93,População residente,4,Homens,6658,28 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5654,16,Amapá,2022,2022,93,População residente,4,Homens,6659,29 anos,113635,Total
3,Unidade da Federação,45,Pessoas,28527,16,Amapá,2022,2022,93,População residente,4,Homens,93089,30 a 34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6379,16,Amapá,2022,2022,93,População residente,4,Homens,6583,30 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5291,16,Amapá,2022,2022,93,População residente,4,Homens,6584,31 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5803,16,Amapá,2022,2022,93,População residente,4,Homens,6585,32 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5626,16,Amapá,2022,2022,93,População residente,4,Homens,6586,33 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5428,16,Amapá,2022,2022,93,População residente,4,Homens,6587,34 anos,113635,Total
3,Unidade da Federação,45,Pessoas,27694,16,Amapá,2022,2022,93,População residente,4,Homens,93090,35 a 39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5657,16,Amapá,2022,2022,93,População residente,4,Homens,6588,35 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5585,16,Amapá,2022,2022,93,População residente,4,Homens,6589,36 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5454,16,Amapá,2022,2022,93,População residente,4,Homens,6590,37 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5675,16,Amapá,2022,2022,93,População residente,4,Homens,6591,38 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5323,16,Amapá,2022,2022,93,População residente,4,Homens,6592,39 anos,113635,Total
3,Unidade da Federação,45,Pessoas,25102,16,Amapá,2022,2022,93,População residente,4,Homens,93091,40 a 44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5964,16,Amapá,2022,2022,93,População residente,4,Homens,6593,40 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4836,16,Amapá,2022,2022,93,População residente,4,Homens,6594,41 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5317,16,Amapá,2022,2022,93,População residente,4,Homens,6595,42 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4692,16,Amapá,2022,2022,93,População residente,4,Homens,6596,43 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4293,16,Amapá,2022,2022,93,População residente,4,Homens,6597,44 anos,113635,Total
3,Unidade da Federação,45,Pessoas,20854,16,Amapá,2022,2022,93,População residente,4,Homens,93092,45 a 49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4544,16,Amapá,2022,2022,93,População residente,4,Homens,6598,45 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4229,16,Amapá,2022,2022,93,População residente,4,Homens,6599,46 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4191,16,Amapá,2022,2022,93,População residente,4,Homens,6600,47 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4017,16,Amapá,2022,2022,93,População residente,4,Homens,6601,48 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3873,16,Amapá,2022,2022,93,População residente,4,Homens,6602,49 anos,113635,Total
3,Unidade da Federação,45,Pessoas,17564,16,Amapá,2022,2022,93,População residente,4,Homens,93093,50 a 54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,4121,16,Amapá,2022,2022,93,População residente,4,Homens,6603,50 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3492,16,Amapá,2022,2022,93,População residente,4,Homens,6604,51 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3663,16,Amapá,2022,2022,93,População residente,4,Homens,6605,52 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3183,16,Amapá,2022,2022,93,População residente,4,Homens,6606,53 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3105,16,Amapá,2022,2022,93,População residente,4,Homens,6607,54 anos,113635,Total
3,Unidade da Federação,45,Pessoas,13650,16,Amapá,2022,2022,93,População residente,4,Homens,93094,55 a 59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2970,16,Amapá,2022,2022,93,População residente,4,Homens,6608,55 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2878,16,Amapá,2022,2022,93,População residente,4,Homens,6609,56 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2626,16,Amapá,2022,2022,93,População residente,4,Homens,6610,57 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2746,16,Amapá,2022,2022,93,População residente,4,Homens,6611,58 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2430,16,Amapá,2022,2022,93,População residente,4,Homens,6612,59 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10729,16,Amapá,2022,2022,93,População residente,4,Homens,93095,60 a 64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2456,16,Amapá,2022,2022,93,População residente,4,Homens,6613,60 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2108,16,Amapá,2022,2022,93,População residente,4,Homens,6614,61 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2176,16,Amapá,2022,2022,93,População residente,4,Homens,6615,62 anos,113635,Total
3,Unidade da Federação,45,Pessoas,2110,16,Amapá,2022,2022,93,População residente,4,Homens,6616,63 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1879,16,Amapá,2022,2022,93,População residente,4,Homens,6617,64 anos,113635,Total
3,Unidade da Federação,45,Pessoas,7659,16,Amapá,2022,2022,93,População residente,4,Homens,93096,65 a 69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1819,16,Amapá,2022,2022,93,População residente,4,Homens,6618,65 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1657,16,Amapá,2022,2022,93,População residente,4,Homens,6619,66 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1526,16,Amapá,2022,2022,93,População residente,4,Homens,6620,67 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1410,16,Amapá,2022,2022,93,População residente,4,Homens,6621,68 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1247,16,Amapá,2022,2022,93,População residente,4,Homens,6622,69 anos,113635,Total
3,Unidade da Federação,45,Pessoas,5039,16,Amapá,2022,2022,93,População residente,4,Homens,93097,70 a 74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1280,16,Amapá,2022,2022,93,População residente,4,Homens,6623,70 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1054,16,Amapá,2022,2022,93,População residente,4,Homens,6624,71 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1028,16,Amapá,2022,2022,93,População residente,4,Homens,6625,72 anos,113635,Total
3,Unidade da Federação,45,Pessoas,837,16,Amapá,2022,2022,93,População residente,4,Homens,6626,73 anos,113635,Total
3,Unidade da Federação,45,Pessoas,840,16,Amapá,2022,2022,93,População residente,4,Homens,6627,74 anos,113635,Total
3,Unidade da Federação,45,Pessoas,3078,16,Amapá,2022,2022,93,População residente,4,Homens,93098,75 a 79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,724,16,Amapá,2022,2022,93,População residente,4,Homens,6628,75 anos,113635,Total
3,Unidade da Federação,45,Pessoas,633,16,Amapá,2022,2022,93,População residente,4,Homens,6629,76 anos,113635,Total
3,Unidade da Federação,45,Pessoas,609,16,Amapá,2022,2022,93,População residente,4,Homens,6630,77 anos,113635,Total
3,Unidade da Federação,45,Pessoas,622,16,Amapá,2022,2022,93,População residente,4,Homens,6631,78 anos,113635,Total
3,Unidade da Federação,45,Pessoas,490,16,Amapá,2022,2022,93,População residente,4,Homens,6632,79 anos,113635,Total
3,Unidade da Federação,45,Pessoas,1864,16,Amapá,2022,2022,93,População residente,4,Homens,49108,80 a 84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,485,16,Amapá,2022,2022,93,População residente,4,Homens,6633,80 anos,113635,Total
3,Unidade da Federação,45,Pessoas,380,16,Amapá,2022,2022,93,População residente,4,Homens,6634,81 anos,113635,Total
3,Unidade da Federação,45,Pessoas,416,16,Amapá,2022,2022,93,População residente,4,Homens,6635,82 anos,113635,Total
3,Unidade da Federação,45,Pessoas,297,16,Amapá,2022,2022,93,População residente,4,Homens,6636,83 anos,113635,Total
3,Unidade da Federação,45,Pessoas,286,16,Amapá,2022,2022,93,População residente,4,Homens,6637,84 anos,113635,Total
3,Unidade da Federação,45,Pessoas,918,16,Amapá,2022,2022,93,População residente,4,Homens,49109,85 a 89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,243,16,Amapá,2022,2022,93,População residente,4,Homens,6638,85 anos,113635,Total
3,Unidade da Federação,45,Pessoas,219,16,Amapá,2022,2022,93,População residente,4,Homens,6639,86 anos,113635,Total
3,Unidade da Federação,45,Pessoas,179,16,Amapá,2022,2022,93,População residente,4,Homens,6640,87 anos,113635,Total
3,Unidade da Federação,45,Pessoas,151,16,Amapá,2022,2022,93,População residente,4,Homens,6641,88 anos,113635,Total
3,Unidade da Federação,45,Pessoas,126,16,Amapá,2022,2022,93,População residente,4,Homens,6642,89 anos,113635,Total
3,Unidade da Federação,45,Pessoas,341,16,Amapá,2022,2022,93,População residente,4,Homens,60040,90 a 94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,110,16,Amapá,2022,2022,93,População residente,4,Homens,6643,90 anos,113635,Total
3,Unidade da Federação,45,Pessoas,76,16,Amapá,2022,2022,93,População residente,4,Homens,6644,91 anos,113635,Total
3,Unidade da Federação,45,Pessoas,70,16,Amapá,2022,2022,93,População residente,4,Homens,6645,92 anos,113635,Total
3,Unidade da Federação,45,Pessoas,42,16,Amapá,2022,2022,93,População residente,4,Homens,6646,93 anos,113635,Total
3,Unidade da Federação,45,Pessoas,43,16,Amapá,2022,2022,93,População residente,4,Homens,6647,94 anos,113635,Total
3,Unidade da Federação,45,Pessoas,106,16,Amapá,2022,2022,93,População residente,4,Homens,60041,95 a 99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,36,16,Amapá,2022,2022,93,População residente,4,Homens,6648,95 anos,113635,Total
3,Unidade da Federação,45,Pessoas,20,16,Amapá,2022,2022,93,População residente,4,Homens,6649,96 anos,113635,Total
3,Unidade da Federação,45,Pessoas,21,16,Amapá,2022,2022,93,População residente,4,Homens,6650,97 anos,113635,Total
3,Unidade da Federação,45,Pessoas,19,16,Amapá,2022,2022,93,População residente,4,Homens,6651,98 anos,113635,Total
3,Unidade da Federação,45,Pessoas,10,16,Amapá,2022,2022,93,População residente,4,Homens,6652,99 anos,113635,Total
3,Unidade da Federação,45,Pessoas,41,16,Amapá,2022,2022,93,População residente,4,Homens,6653,100 anos ou mais,113635,Total
3,Unidade da Federação,45,Pessoas,369243,16,Amapá,2022,2022,93,População residente,5,Mulheres,100362,Total,113635,Total
3,Unidade da Federação,45,Pessoas,32200,16,Amapá,2022,2022,93,População residente,5,Mulheres,93070,0 a 4 anos,113635,Total
3,Unidade da Federação,45,Pessoas,6034,16,Amapá,2022,2022,93,População residente,5,Mulheres,6557,Menos de 1 ano,113635,Total
3,Unidade da Federação,45,Pessoas,427,16,Amapá,2022,2022,93,População residente,5,Mulheres,93071,Menos de 1 mês,113635,Total
3,Unidade da Federação,45,Pessoas,431,16,Amapá,2022,2022,93,População residente,5,Mulheres,93072,1 mês,113635,Total
